No,ID,Weight,Fat,Visibility,Category,Price,Security,StoreCode,OperationYear,Size,Area,Type,Sales
6855,FDB11,16,LF,0.061192211,Starchy Foods,224.1404,Epic,OUT017,2007,,Tier 2,Supermarket Type1,4725.8484
6856,FDX14,13.1,Low Fat,0.075056542,Dairy,76.0354,GardaWorld,OUT049,1999,Medium,Tier 1,Supermarket Type1,601.8832
6857,NCM29,,Low Fat,0.017556795,Health and Hygiene,129.9626,AHS,OUT027,1985,Medium,Tier 3,Supermarket Type3,3410.2276
6858,FDH47,13.5,reg,0.129077455,Starchy Foods,95.2068,Allied Universal,OUT045,2002,,Tier 2,Supermarket Type1,583.2408
6859,FDG09,20.6,Regular,0.047896393,Fruits and Vegetables,185.8556,Allied Universal,OUT013,1987,High,Tier 3,Supermarket Type1,1689.8004
6860,FDP25,15.2,Low Fat,0.021240491,Canned,216.9824,Allied Universal,OUT049,1999,Medium,Tier 1,Supermarket Type1,4804.4128
6861,FDY27,,Low Fat,0.031743707,Dairy,179.1344,Epic,OUT027,1985,Medium,Tier 3,Supermarket Type3,1605.9096
6862,DRM59,5.88,Low Fat,0.003612411,Hard Drinks,154.1998,AHS,OUT017,2007,,Tier 2,Supermarket Type1,3537.3954
6863,DRI03,6.03,Low Fat,0.022796178,Dairy,178.1028,G4S,OUT018,2009,Medium,Tier 3,Supermarket Type2,1416.8224
6864,FDY03,,Regular,0.133279499,Meat,112.6202,Brinks,OUT019,1985,Small,Tier 1,Grocery Store,675.1212
6865,NCV17,18.85,Low Fat,0.016132592,Health and Hygiene,130.2626,AHS,OUT049,1999,Medium,Tier 1,Supermarket Type1,3016.7398
6866,NCJ17,7.68,Low Fat,0.152429537,Health and Hygiene,85.5224,G4S,OUT013,1987,High,Tier 3,Supermarket Type1,1278.336
6867,NCP54,15.35,Low Fat,0.035348491,Household,124.673,NSPS,OUT017,2007,,Tier 2,Supermarket Type1,2093.941
6868,FDZ15,13.1,Low Fat,0.020903193,Dairy,119.2782,Epic,OUT049,1999,Medium,Tier 1,Supermarket Type1,3098.6332
6869,NCR05,10.1,Low Fat,0.054853377,Health and Hygiene,198.6084,GardaWorld,OUT018,2009,Medium,Tier 3,Supermarket Type2,2182.4924
6870,FDX03,,Regular,0.106971167,Meat,44.7744,GardaWorld,OUT019,1985,Small,Tier 1,Grocery Store,135.8232
6871,FDQ12,12.65,Low Fat,0.035482562,Baking Goods,231.401,Prosegur,OUT045,2002,,Tier 2,Supermarket Type1,2526.711
6872,FDC21,14.6,Regular,0.042923071,Fruits and Vegetables,109.8254,GardaWorld,OUT013,1987,High,Tier 3,Supermarket Type1,1627.881
6873,FDQ40,11.1,Regular,0.036174285,Frozen Foods,176.0712,G4S,OUT018,2009,Medium,Tier 3,Supermarket Type2,1581.9408
6874,FDI07,,Regular,0.033597374,Meat,197.2426,AHS,OUT027,1985,Medium,Tier 3,Supermarket Type3,3163.8816
6875,FDQ25,8.63,Regular,0.028320655,Canned,172.5422,Allied Universal,OUT049,1999,Medium,Tier 1,Supermarket Type1,2241.7486
6876,NCK18,9.6,Low Fat,0,Household,163.9184,G4S,OUT035,2004,Small,Tier 2,Supermarket Type1,4293.0784
6877,DRI25,19.6,Low Fat,0.056744064,Soft Drinks,55.6614,Brinks,OUT010,1998,,Tier 3,Grocery Store,165.7842
6878,DRA24,19.35,Regular,0.039990314,Soft Drinks,165.0868,Brinks,OUT049,1999,Medium,Tier 1,Supermarket Type1,982.7208
6879,FDA32,14,Low Fat,0.030155224,Fruits and Vegetables,214.7192,GardaWorld,OUT045,2002,,Tier 2,Supermarket Type1,3020.0688
6880,FDE59,12.15,Low Fat,0.062541552,Starchy Foods,34.3532,Brinks,OUT018,2009,Medium,Tier 3,Supermarket Type2,251.6724
6881,FDY59,8.195,Low Fat,0.031403441,Baking Goods,93.8462,G4S,OUT046,1997,Small,Tier 1,Supermarket Type1,647.8234
6882,FDQ20,8.325,Low Fat,0.029845243,Fruits and Vegetables,41.6138,Allied Universal,OUT045,2002,,Tier 2,Supermarket Type1,284.2966
6883,FDB21,7.475,Low Fat,0.149125615,Fruits and Vegetables,241.6854,Prosegur,OUT018,2009,Medium,Tier 3,Supermarket Type2,6042.135
6884,FDB41,,Regular,0.170382726,Frozen Foods,45.2718,G4S,OUT019,1985,Small,Tier 1,Grocery Store,47.2718
6885,DRG11,6.385,Low Fat,0.083768522,Hard Drinks,109.8596,Epic,OUT013,1987,High,Tier 3,Supermarket Type1,3235.788
6886,FDV10,,Regular,0.116793684,Snack Foods,41.0112,G4S,OUT019,1985,Small,Tier 1,Grocery Store,42.6112
6887,FDI41,18.5,Regular,0.062205112,Frozen Foods,148.3418,Brinks,OUT013,1987,High,Tier 3,Supermarket Type1,1765.7016
6888,FDN10,11.5,Low Fat,0.0463847,Snack Foods,118.9124,G4S,OUT017,2007,,Tier 2,Supermarket Type1,1540.6612
6889,NCM17,7.93,Low Fat,0.071425647,Health and Hygiene,45.9086,AHS,OUT018,2009,Medium,Tier 3,Supermarket Type2,1070.6064
6890,DRG37,,LF,0.033929133,Soft Drinks,154.3972,Prosegur,OUT019,1985,Small,Tier 1,Grocery Store,311.5944
6891,FDA21,13.65,Low Fat,0.036033639,Snack Foods,183.7924,NSPS,OUT045,2002,,Tier 2,Supermarket Type1,2591.2936
6892,FDM27,12.35,Regular,0.158337479,Meat,157.9946,AHS,OUT013,1987,High,Tier 3,Supermarket Type1,3313.6866
6893,FDA32,14,Low Fat,0.030140981,Fruits and Vegetables,216.0192,NSPS,OUT049,1999,Medium,Tier 1,Supermarket Type1,2588.6304
6894,NCZ53,9.6,Low Fat,0.024515221,Health and Hygiene,189.2214,G4S,OUT049,1999,Medium,Tier 1,Supermarket Type1,3956.8494
6895,FDW40,14,Regular,0.105125569,Frozen Foods,143.2812,Allied Universal,OUT035,2004,Small,Tier 2,Supermarket Type1,3277.0676
6896,FDS52,8.89,Low Fat,0.00547348,Frozen Foods,100.5016,GardaWorld,OUT035,2004,Small,Tier 2,Supermarket Type1,1315.6208
6897,FDM58,16.85,Regular,0.133385398,Snack Foods,109.8544,NSPS,OUT010,1998,,Tier 3,Grocery Store,223.7088
6898,NCE54,,Low Fat,0.047098175,Household,75.5354,Allied Universal,OUT019,1985,Small,Tier 1,Grocery Store,150.4708
6899,FDS11,7.05,Regular,0.055548003,Breads,225.3088,Prosegur,OUT035,2004,Small,Tier 2,Supermarket Type1,5816.4288
6900,FDL20,17.1,Low Fat,0.128614205,Fruits and Vegetables,111.6886,Brinks,OUT049,1999,Medium,Tier 1,Supermarket Type1,1556.6404
6901,FDX13,,Low Fat,0.047551568,Canned,249.1092,NSPS,OUT027,1985,Medium,Tier 3,Supermarket Type3,8217.3036
6902,FDR21,19.7,LF,0.066879757,Snack Foods,174.437,NSPS,OUT013,1987,High,Tier 3,Supermarket Type1,1587.933
6903,FDV28,16.1,Regular,0.160379061,Frozen Foods,33.6558,Epic,OUT018,2009,Medium,Tier 3,Supermarket Type2,203.7348
6904,FDZ51,11.3,Regular,0.054861393,Meat,96.9094,Brinks,OUT017,2007,,Tier 2,Supermarket Type1,952.094
6905,FDD46,6.035,LF,0.141542481,Snack Foods,153.1998,Brinks,OUT045,2002,,Tier 2,Supermarket Type1,1537.998
6906,FDE23,17.6,Regular,0.053397642,Starchy Foods,46.706,Epic,OUT018,2009,Medium,Tier 3,Supermarket Type2,699.09
6907,NCF55,6.675,LF,0.021710275,Household,34.9874,AHS,OUT045,2002,,Tier 2,Supermarket Type1,247.0118
6908,FDU12,15.5,Regular,0.075688032,Baking Goods,262.9568,Prosegur,OUT013,1987,High,Tier 3,Supermarket Type1,1845.5976
6909,FDZ22,9.395,Low Fat,0.045340279,Snack Foods,85.025,Allied Universal,OUT049,1999,Medium,Tier 1,Supermarket Type1,2080.625
6910,FDI44,16.1,LF,0.100149459,Fruits and Vegetables,78.4328,Prosegur,OUT013,1987,High,Tier 3,Supermarket Type1,1158.492
6911,FDH50,15,Regular,0.162348584,Canned,185.9266,AHS,OUT017,2007,,Tier 2,Supermarket Type1,4610.665
6912,FDE57,9.6,Low Fat,0.036341539,Fruits and Vegetables,142.9154,AHS,OUT049,1999,Medium,Tier 1,Supermarket Type1,3261.7542
6913,DRJ51,14.1,Low Fat,0.087920675,Dairy,228.5668,Brinks,OUT013,1987,High,Tier 3,Supermarket Type1,1151.834
6914,FDX52,11.5,Regular,0.042087749,Frozen Foods,192.682,Epic,OUT045,2002,,Tier 2,Supermarket Type1,3861.64
6915,DRN47,12.1,Low Fat,0.016921927,Hard Drinks,178.366,Prosegur,OUT017,2007,,Tier 2,Supermarket Type1,4314.384
6916,FDT21,7.42,Low Fat,0.020423549,Snack Foods,249.0092,AHS,OUT049,1999,Medium,Tier 1,Supermarket Type1,2988.1104
6917,FDY21,15.1,Low Fat,0.173833129,Snack Foods,196.511,Prosegur,OUT045,2002,,Tier 2,Supermarket Type1,4713.864
6918,FDG21,,Regular,0.256152243,Seafood,151.005,Epic,OUT019,1985,Small,Tier 1,Grocery Store,149.805
6919,FDS58,9.285,Regular,0.021002641,Snack Foods,161.1578,AHS,OUT035,2004,Small,Tier 2,Supermarket Type1,4011.445
6920,FDA26,7.855,Regular,0,Dairy,220.1482,G4S,OUT018,2009,Medium,Tier 3,Supermarket Type2,4600.0122
6921,FDY16,,Regular,0.091780142,Frozen Foods,182.5266,G4S,OUT027,1985,Medium,Tier 3,Supermarket Type3,6454.931
6922,FDF20,12.85,Low Fat,0.033220169,Fruits and Vegetables,196.6768,AHS,OUT046,1997,Small,Tier 1,Supermarket Type1,2759.0752
6923,FDI15,13.8,Low Fat,0.141234932,Dairy,263.7884,Epic,OUT013,1987,High,Tier 3,Supermarket Type1,5564.7564
6924,FDC47,15,Low Fat,0.19899855,Snack Foods,226.5694,Prosegur,OUT010,1998,,Tier 3,Grocery Store,913.4776
6925,FDL08,10.8,Low Fat,0.049709624,Fruits and Vegetables,246.8144,G4S,OUT035,2004,Small,Tier 2,Supermarket Type1,2450.144
6926,FDF08,14.3,Regular,0.065153295,Fruits and Vegetables,88.4856,Epic,OUT013,1987,High,Tier 3,Supermarket Type1,1406.1696
6927,FDN03,9.8,Regular,0.015087112,Meat,250.1408,NSPS,OUT035,2004,Small,Tier 2,Supermarket Type1,4005.4528
6928,FDG34,11.5,Regular,0.037782943,Snack Foods,106.6254,GardaWorld,OUT017,2007,,Tier 2,Supermarket Type1,325.5762
6929,FDA56,9.21,Low Fat,0.008782561,Fruits and Vegetables,119.8414,Allied Universal,OUT045,2002,,Tier 2,Supermarket Type1,1340.2554
6930,NCI17,,Low Fat,0.142728113,Health and Hygiene,95.141,Allied Universal,OUT027,1985,Medium,Tier 3,Supermarket Type3,2510.066
6931,NCO17,10,Low Fat,0.073493831,Health and Hygiene,118.344,Brinks,OUT049,1999,Medium,Tier 1,Supermarket Type1,1797.66
6932,FDK55,18.5,Low Fat,0.025907416,Meat,87.7172,Allied Universal,OUT017,2007,,Tier 2,Supermarket Type1,802.9548
6933,FDD10,20.6,Regular,0.046280998,Snack Foods,177.4344,AHS,OUT017,2007,,Tier 2,Supermarket Type1,1962.7784
6934,NCH18,9.3,Low Fat,0.044624064,Household,245.4802,AHS,OUT013,1987,High,Tier 3,Supermarket Type1,3193.8426
6935,NCA53,11.395,Low Fat,0.009898492,Health and Hygiene,48.8034,G4S,OUT045,2002,,Tier 2,Supermarket Type1,777.6544
6936,DRJ24,11.8,Low Fat,0.189689886,Soft Drinks,184.3924,NSPS,OUT010,1998,,Tier 3,Grocery Store,370.1848
6937,DRN35,8.01,Low Fat,0.070189131,Hard Drinks,37.9532,AHS,OUT013,1987,High,Tier 3,Supermarket Type1,826.9236
6938,FDC47,15,Low Fat,0.119374946,Snack Foods,229.3694,Epic,OUT018,2009,Medium,Tier 3,Supermarket Type2,5024.1268
6939,FDN48,13.35,Low Fat,0.065215312,Baking Goods,93.4804,GardaWorld,OUT018,2009,Medium,Tier 3,Supermarket Type2,1102.5648
6940,FDR27,,Regular,0.095635061,Meat,130.7942,Epic,OUT027,1985,Medium,Tier 3,Supermarket Type3,3047.3666
6941,FDS33,,Regular,0.216107535,Snack Foods,86.8514,GardaWorld,OUT019,1985,Small,Tier 1,Grocery Store,354.2056
6942,DRL11,10.5,Low Fat,0.048009081,Hard Drinks,157.0946,NSPS,OUT035,2004,Small,Tier 2,Supermarket Type1,2209.1244
6943,FDQ21,21.25,Low Fat,0.019533098,Snack Foods,120.4756,Epic,OUT017,2007,,Tier 2,Supermarket Type1,1938.8096
6944,FDY37,17,Regular,0.026568875,Canned,142.047,GardaWorld,OUT046,1997,Small,Tier 1,Supermarket Type1,3149.234
6945,FDS35,9.3,Low Fat,0.111127966,Breads,63.1826,G4S,OUT013,1987,High,Tier 3,Supermarket Type1,2002.0606
6946,DRD60,15.7,Low Fat,0.03723211,Soft Drinks,183.1634,Allied Universal,OUT046,1997,Small,Tier 1,Supermarket Type1,5634.6654
6947,DRP47,15.75,Low Fat,0.140603316,Hard Drinks,252.8382,Prosegur,OUT046,1997,Small,Tier 1,Supermarket Type1,6308.455
6948,NCY41,,low fat,0.075368868,Health and Hygiene,35.2532,AHS,OUT027,1985,Medium,Tier 3,Supermarket Type3,970.7364
6949,FDR59,14.5,Regular,0.063962842,Breads,263.1594,NSPS,OUT049,1999,Medium,Tier 1,Supermarket Type1,2616.594
6950,FDM36,,Regular,0.102830104,Baking Goods,172.6422,Epic,OUT019,1985,Small,Tier 1,Grocery Store,344.8844
6951,NCI42,,Low Fat,0.01031535,Household,208.4954,Allied Universal,OUT027,1985,Medium,Tier 3,Supermarket Type3,3751.1172
6952,FDA31,7.1,Low Fat,0.110633958,Fruits and Vegetables,173.808,Prosegur,OUT017,2007,,Tier 2,Supermarket Type1,1211.756
6953,FDY33,14.5,Regular,0,Snack Foods,159.3262,GardaWorld,OUT035,2004,Small,Tier 2,Supermarket Type1,2864.2716
6954,FDV40,17.35,Low Fat,0.014721579,Frozen Foods,73.1038,Allied Universal,OUT045,2002,,Tier 2,Supermarket Type1,886.8456
6955,NCW17,18,Low Fat,0.019465205,Health and Hygiene,128.6994,NSPS,OUT018,2009,Medium,Tier 3,Supermarket Type2,2441.4886
6956,FDN38,6.615,Regular,0.091895319,Canned,248.6408,Prosegur,OUT013,1987,High,Tier 3,Supermarket Type1,3504.7712
6957,FDQ11,,Regular,0.118535581,Breads,256.3988,GardaWorld,OUT019,1985,Small,Tier 1,Grocery Store,256.9988
6958,FDG34,11.5,Regular,0.037646623,Snack Foods,107.5254,G4S,OUT045,2002,,Tier 2,Supermarket Type1,325.5762
6959,NCN14,19.1,Low Fat,0.092060694,Others,183.7608,Allied Universal,OUT049,1999,Medium,Tier 1,Supermarket Type1,4777.7808
6960,FDY46,,Low Fat,0.04765803,Snack Foods,188.3898,G4S,OUT027,1985,Medium,Tier 3,Supermarket Type3,5238.5144
6961,FDS11,7.05,Regular,0.05587277,Breads,222.1088,Allied Universal,OUT017,2007,,Tier 2,Supermarket Type1,4026.7584
6962,NCA53,,Low Fat,0.017295906,Health and Hygiene,47.1034,AHS,OUT019,1985,Small,Tier 1,Grocery Store,145.8102
6963,NCN30,16.35,Low Fat,0.02844314,Household,98.141,Allied Universal,OUT010,1998,,Tier 3,Grocery Store,386.164
6964,FDW32,18.35,Regular,0.094296835,Fruits and Vegetables,84.3882,GardaWorld,OUT046,1997,Small,Tier 1,Supermarket Type1,1116.5466
6965,NCR42,9.105,Low Fat,0.064410783,Household,33.39,G4S,OUT010,1998,,Tier 3,Grocery Store,33.29
6966,FDU33,7.63,Regular,0.134684292,Snack Foods,47.0402,G4S,OUT035,2004,Small,Tier 2,Supermarket Type1,1470.0864
6967,FDN15,,Low Fat,0.029299175,Meat,140.318,G4S,OUT019,1985,Small,Tier 1,Grocery Store,139.818
6968,FDD51,,low fat,0.210021713,Dairy,44.2744,Brinks,OUT019,1985,Small,Tier 1,Grocery Store,90.5488
6969,FDF14,7.55,Low Fat,0.027224917,Canned,152.934,GardaWorld,OUT045,2002,,Tier 2,Supermarket Type1,2450.144
6970,NCN19,,Low Fat,0.021184746,Others,189.553,Brinks,OUT019,1985,Small,Tier 1,Grocery Store,379.506
6971,NCO43,5.5,Low Fat,0.047059016,Others,100.1016,NSPS,OUT013,1987,High,Tier 3,Supermarket Type1,2125.2336
6972,FDT19,7.59,Regular,0.14526636,Fruits and Vegetables,172.908,AHS,OUT049,1999,Medium,Tier 1,Supermarket Type1,6231.888
6973,DRK12,9.5,Low Fat,0.041851461,Soft Drinks,31.49,GardaWorld,OUT013,1987,High,Tier 3,Supermarket Type1,466.06
6974,DRM49,6.11,Regular,0.152262171,Soft Drinks,44.4086,Prosegur,OUT045,2002,,Tier 2,Supermarket Type1,1159.8236
6975,FDX43,5.655,Low Fat,0.085757338,Fruits and Vegetables,164.75,GardaWorld,OUT017,2007,,Tier 2,Supermarket Type1,1498.05
6976,FDS14,7.285,Low Fat,0.049954435,Dairy,156.5288,Prosegur,OUT035,2004,Small,Tier 2,Supermarket Type1,2356.932
6977,NCK07,10.65,Low Fat,0.048762383,Others,165.2526,Prosegur,OUT049,1999,Medium,Tier 1,Supermarket Type1,3946.8624
6978,FDO19,17.7,Regular,0,Fruits and Vegetables,46.8034,G4S,OUT017,2007,,Tier 2,Supermarket Type1,923.4646
6979,FDH32,12.8,Low Fat,0.075996742,Fruits and Vegetables,97.141,Epic,OUT013,1987,High,Tier 3,Supermarket Type1,2799.689
6980,NCZ41,19.85,Low Fat,0,Health and Hygiene,126.1704,Allied Universal,OUT018,2009,Medium,Tier 3,Supermarket Type2,1877.556
6981,FDL32,15.7,Regular,0.204984538,Fruits and Vegetables,111.0544,G4S,OUT010,1998,,Tier 3,Grocery Store,223.7088
6982,FDC44,15.6,Low Fat,0.173573164,Fruits and Vegetables,114.4518,Epic,OUT017,2007,,Tier 2,Supermarket Type1,2390.8878
6983,FDQ59,9.8,Regular,0.056339618,Breads,84.2908,Allied Universal,OUT013,1987,High,Tier 3,Supermarket Type1,755.0172
6984,NCO54,19.5,Low Fat,0.014262413,Household,57.1614,Prosegur,OUT013,1987,High,Tier 3,Supermarket Type1,331.5684
6985,DRH36,16.2,Low Fat,0.03338006,Soft Drinks,74.0696,Epic,OUT046,1997,Small,Tier 1,Supermarket Type1,1416.8224
6986,FDY35,17.6,Regular,0.016024651,Breads,44.0402,AHS,OUT035,2004,Small,Tier 2,Supermarket Type1,597.2226
6987,FDA46,13.6,low fat,0.11830085,Snack Foods,196.2136,AHS,OUT017,2007,,Tier 2,Supermarket Type1,1944.136
6988,NCL18,18.85,Low Fat,0.167552202,Household,193.1136,G4S,OUT035,2004,Small,Tier 2,Supermarket Type1,2332.9632
6989,FDL57,15.1,Regular,0.067181098,Snack Foods,258.8304,Epic,OUT049,1999,Medium,Tier 1,Supermarket Type1,5424.9384
6990,NCP50,17.35,Low Fat,0,Others,79.2618,Prosegur,OUT018,2009,Medium,Tier 3,Supermarket Type2,966.7416
6991,FDZ25,,Regular,0,Canned,169.879,Allied Universal,OUT019,1985,Small,Tier 1,Grocery Store,339.558
6992,FDH24,20.7,Low Fat,0.021431134,Baking Goods,157.0288,Epic,OUT046,1997,Small,Tier 1,Supermarket Type1,2199.8032
6993,FDQ26,13.5,Regular,0.068256316,Dairy,60.9562,GardaWorld,OUT017,2007,,Tier 2,Supermarket Type1,533.3058
6994,NCK17,,Low Fat,0,Health and Hygiene,40.348,G4S,OUT019,1985,Small,Tier 1,Grocery Store,79.896
6995,FDO46,,Regular,0.014143673,Snack Foods,187.3872,NSPS,OUT027,1985,Medium,Tier 3,Supermarket Type3,2836.308
6996,FDW50,13.1,Low Fat,0.075563757,Dairy,168.1158,Epic,OUT035,2004,Small,Tier 2,Supermarket Type1,2005.3896
6997,FDD29,12.15,Low Fat,0.018439138,Frozen Foods,254.7698,NSPS,OUT049,1999,Medium,Tier 1,Supermarket Type1,5073.396
6998,FDU26,,Regular,0.074620291,Dairy,120.1782,Epic,OUT019,1985,Small,Tier 1,Grocery Store,357.5346
6999,FDX04,,Regular,0.041370245,Frozen Foods,46.2376,NSPS,OUT027,1985,Medium,Tier 3,Supermarket Type3,814.9392
7000,FDH31,,Regular,0.020312314,Meat,98.1042,NSPS,OUT027,1985,Medium,Tier 3,Supermarket Type3,2777.7176
7001,FDJ45,,Low Fat,0.128532558,Seafood,34.2216,Epic,OUT019,1985,Small,Tier 1,Grocery Store,173.108
7002,FDX55,15.1,Low Fat,0.055195461,Fruits and Vegetables,216.1166,GardaWorld,OUT035,2004,Small,Tier 2,Supermarket Type1,5007.4818
7003,FDR02,16.7,Low Fat,0.022065676,Dairy,110.5886,GardaWorld,OUT046,1997,Small,Tier 1,Supermarket Type1,1556.6404
7004,NCP55,14.65,Low Fat,0.011212719,Others,55.6614,Epic,OUT045,2002,,Tier 2,Supermarket Type1,1049.9666
7005,FDT28,13.3,Low Fat,0.063925726,Frozen Foods,151.8708,Brinks,OUT017,2007,,Tier 2,Supermarket Type1,1655.1788
7006,NCJ06,20.1,Low Fat,0.034848629,Household,118.6782,NSPS,OUT017,2007,,Tier 2,Supermarket Type1,2502.7422
7007,FDF08,14.3,Regular,0,Fruits and Vegetables,89.8856,Epic,OUT018,2009,Medium,Tier 3,Supermarket Type2,1406.1696
7008,FDT21,7.42,Low Fat,0.02050719,Snack Foods,249.7092,Epic,OUT017,2007,,Tier 2,Supermarket Type1,7719.2852
7009,FDK22,,Low Fat,0.025960174,Snack Foods,214.885,Allied Universal,OUT027,1985,Medium,Tier 3,Supermarket Type3,4976.855
7010,DRJ11,9.5,Low Fat,0.085020342,Hard Drinks,188.7872,GardaWorld,OUT013,1987,High,Tier 3,Supermarket Type1,1701.7848
7011,FDH27,7.075,Low Fat,0.097660814,Dairy,141.8128,Epic,OUT010,1998,,Tier 3,Grocery Store,143.8128
7012,FDU52,,Low Fat,0.111654545,Frozen Foods,157.063,GardaWorld,OUT019,1985,Small,Tier 1,Grocery Store,312.926
7013,FDK50,7.96,Low Fat,0,Canned,160.7894,Brinks,OUT017,2007,,Tier 2,Supermarket Type1,3235.788
7014,DRJ01,6.135,Low Fat,0.115265695,Soft Drinks,160.5236,Prosegur,OUT045,2002,,Tier 2,Supermarket Type1,2094.6068
7015,FDC21,14.6,Regular,0.043133816,Fruits and Vegetables,109.7254,Brinks,OUT018,2009,Medium,Tier 3,Supermarket Type2,651.1524
7016,FDX39,14.3,reg,0.049676157,Meat,212.4586,Allied Universal,OUT046,1997,Small,Tier 1,Supermarket Type1,3799.0548
7017,NCY54,,Low Fat,0.176834351,Household,172.1422,AHS,OUT027,1985,Medium,Tier 3,Supermarket Type3,5000.8238
7018,FDD58,,Low Fat,0.103918113,Snack Foods,100.67,Allied Universal,OUT019,1985,Small,Tier 1,Grocery Store,399.48
7019,FDW12,8.315,Regular,0.035644325,Baking Goods,147.1444,G4S,OUT045,2002,,Tier 2,Supermarket Type1,870.8664
7020,DRE01,10.1,Low Fat,0.279783532,Soft Drinks,241.8512,NSPS,OUT010,1998,,Tier 3,Grocery Store,484.7024
7021,FDT16,9.895,Regular,0.048738014,Frozen Foods,262.1278,G4S,OUT049,1999,Medium,Tier 1,Supermarket Type1,3904.917
7022,FDC16,11.5,Regular,0.020686161,Dairy,85.054,Epic,OUT017,2007,,Tier 2,Supermarket Type1,1731.08
7023,FDK52,18.25,LF,0.079342006,Frozen Foods,226.0062,G4S,OUT049,1999,Medium,Tier 1,Supermarket Type1,1805.6496
7024,FDS23,4.635,Low Fat,0.140889111,Breads,127.0994,AHS,OUT046,1997,Small,Tier 1,Supermarket Type1,1927.491
7025,FDI41,18.5,Regular,0.062245149,Frozen Foods,145.8418,AHS,OUT035,2004,Small,Tier 2,Supermarket Type1,5591.3884
7026,FDG33,5.365,Regular,0.140811559,Seafood,173.5764,Prosegur,OUT018,2009,Medium,Tier 3,Supermarket Type2,2061.3168
7027,NCM31,6.095,Low Fat,0.08152738,Others,140.3154,Prosegur,OUT018,2009,Medium,Tier 3,Supermarket Type2,1843.6002
7028,NCY53,,Low Fat,0.058198141,Health and Hygiene,110.4544,GardaWorld,OUT027,1985,Medium,Tier 3,Supermarket Type3,4250.4672
7029,FDY55,16.75,Low Fat,0.081446638,Fruits and Vegetables,257.0988,AHS,OUT049,1999,Medium,Tier 1,Supermarket Type1,6424.97
7030,FDQ21,21.25,Low Fat,0.019462623,Snack Foods,120.8756,Epic,OUT045,2002,,Tier 2,Supermarket Type1,1575.2828
7031,NCD18,,Low Fat,0.072317217,Household,230.2668,Prosegur,OUT027,1985,Medium,Tier 3,Supermarket Type3,8062.838
7032,FDV09,12.1,Low Fat,0.020684919,Snack Foods,148.5734,AHS,OUT017,2007,,Tier 2,Supermarket Type1,1336.2606
7033,FDI19,15.1,Low Fat,0.087604871,Meat,242.2512,Brinks,OUT010,1998,,Tier 3,Grocery Store,484.7024
7034,FDY47,8.6,Regular,0,Breads,131.531,Allied Universal,OUT049,1999,Medium,Tier 1,Supermarket Type1,2466.789
7035,DRH37,17.6,Low Fat,0.041681059,Soft Drinks,164.2526,Prosegur,OUT049,1999,Medium,Tier 1,Supermarket Type1,1315.6208
7036,NCL19,15.35,Low Fat,0.015676231,Others,144.047,G4S,OUT046,1997,Small,Tier 1,Supermarket Type1,286.294
7037,DRI11,8.26,Low Fat,0.034397781,Hard Drinks,115.7834,AHS,OUT035,2004,Small,Tier 2,Supermarket Type1,2073.3012
7038,NCC19,6.57,Low Fat,0.096880574,Household,191.482,AHS,OUT046,1997,Small,Tier 1,Supermarket Type1,5020.132
7039,FDS01,11.6,Low Fat,0.017817285,Canned,177.0686,NSPS,OUT018,2009,Medium,Tier 3,Supermarket Type2,1422.1488
7040,FDX31,20.35,Regular,0.014909465,Fruits and Vegetables,232.3958,GardaWorld,OUT017,2007,,Tier 2,Supermarket Type1,6076.0908
7041,NCL55,12.15,Low Fat,0,Others,254.904,AHS,OUT046,1997,Small,Tier 1,Supermarket Type1,4048.064
7042,FDW16,17.35,Regular,0.041439718,Frozen Foods,93.7804,Brinks,OUT013,1987,High,Tier 3,Supermarket Type1,2848.2924
7043,FDT49,7,Low Fat,0.151405587,Canned,107.728,Prosegur,OUT046,1997,Small,Tier 1,Supermarket Type1,2024.032
7044,FDW13,8.5,Low Fat,0.097803261,Canned,50.5324,NSPS,OUT013,1987,High,Tier 3,Supermarket Type1,882.8508
7045,NCG30,,Low Fat,0.196659953,Household,125.8046,NSPS,OUT019,1985,Small,Tier 1,Grocery Store,249.0092
7046,FDC14,14.5,Regular,0.041313203,Canned,42.0454,AHS,OUT049,1999,Medium,Tier 1,Supermarket Type1,377.5086
7047,FDS15,9.195,Regular,0.130657442,Meat,106.4596,G4S,OUT010,1998,,Tier 3,Grocery Store,215.7192
7048,FDS32,17.75,Regular,0.029700018,Fruits and Vegetables,140.3838,GardaWorld,OUT049,1999,Medium,Tier 1,Supermarket Type1,1404.838
7049,FDE09,8.775,Low Fat,0,Fruits and Vegetables,111.3228,GardaWorld,OUT049,1999,Medium,Tier 1,Supermarket Type1,1436.7964
7050,FDM12,16.7,Regular,0.070312473,Baking Goods,189.6214,Epic,OUT017,2007,,Tier 2,Supermarket Type1,2826.321
7051,FDT57,15.2,Low Fat,0.019064377,Snack Foods,238.2248,AHS,OUT049,1999,Medium,Tier 1,Supermarket Type1,3555.372
7052,FDM32,20.5,Low Fat,0.020605032,Fruits and Vegetables,91.083,GardaWorld,OUT046,1997,Small,Tier 1,Supermarket Type1,539.298
7053,NCS38,,Low Fat,0,Household,115.2176,AHS,OUT027,1985,Medium,Tier 3,Supermarket Type3,1030.6584
7054,NCW30,5.21,Low Fat,0.011072173,Household,257.8962,Prosegur,OUT017,2007,,Tier 2,Supermarket Type1,4402.9354
